FAC_TYPE,VERS_DATE,SERIAL_NO,NAME,LATITUDE,LONGITUDE,SITE_CLASS,WILDERNESS,DIS_ACCESS,ACCESS_DSC,FEE,COMMENTS,MAINT_BY,LABEL,ACT_CODE,FAC_CODE,PUBLISHED,CLOS_STAT,CLOS_DESC,CLOS_START,CLOS_OPEN,CLOS_REAS,CAMPING,CAMPING_C,CAMPING_R,CAMPERVANG,CAMPERVANC,CAMPERVANT,CAMPVANR,TB_VISITOR,TBVA_C,TBVA_R,HERITAGE,HERITAGE_C,HERITAGE_R,FISHING,FISHING_C,FISHING_R,FOSSICKING,FOSSICK_C,FOSSICK_R,HANG_GLIDE,HANG_GLD_C,HANG_GLD_R,HORSE_RIDE,HORSERIDEC,HORSERIDER,PADDLING,PADDLING_C,PADDLING_R,PICNICING,PICNIC_C,PICNICINGR,REDUCE_NA,REDUCE_C,REDUCE_R,ROCKCLIMB,ROCKCLMB_C,ROCKCLIMBR,TREE_VIEW,TREEVIEW_C,TREEVIEW_R,WALKINGDOG,WALKDOG_C,WALKDOG_R,WILDLIFE,WILDLIFE_C,WILDLIFE_R,PCT_AFRAME,PCT_PEDEST,PCT_OTHER,BBQ_ELEC,BBQ_PIT,BBQ_GAS,BBQ_WOOD,IS_PART_OF,PHOTO_ID_1,PHOTO_ID_2,PHOTO_ID_3,SDE_DATE,Y_COORD,X_COORD,ALTER_DATE,ENTITY_ID,UFI
REC SITES,2021/09/25,"1939",Brodies Campsite,-37.2498580000,141.9936630000,BASIC,,NONE,Access to Brodies Campsite is via well formed roads and is accessible by 2wd vehicles all year round.  Visitors can find Brodies Campsite by taking the Rocklands Rd north east out of Balmoral for approximately 10 km and turn left on to the Telangatuk Eas,,Brodies Camping and Picnic Site is located on the northern edge of Rocklands Reservoir.  Surrounded by stringybark forest you will find plenty of room for camping both out in the open and further into the bush.  Brodies provides good access to the reserv,CAVENDISH,Brodies Campsite,WCU,U,Y,,,,,,Y,"With plenty of space to cater for large or small groups, this site is a prime spot to set up camp whether you're with friends or on your own.","1",Y,"A decent drive in along Tyar No. 7 track, this campsite has plenty of space to set up a caravan or campervan and has plenty of facilities to help you enjoy your stay.",SMALL CARAVAN,"3",,,"0",,,"0",Y,"With easy access to Rocklands Reservoir, this site offers a great experience for avid anglers to wet a line whether you're a day visitor or in for a few nights.","4",,,"0",,,"0",,,"0",,,"0",Y,"Day visitor facilities provide an excellent stop for people wishing to have a quiet picnic and enjoy the scenery. The local birds will keep you entertained, or you could enjoy a wander along the banks of Rocklands Reservoir. Alternatively, just sit back","2",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121388","121389","121390",2021/09/25,-37.2498580000,141.9936630000,,,486011-20210816
REC SITES,2021/09/25,"1964",Werribee River Picnic Area,-37.5084540000,144.1708170000,BASIC,,NONE,The Werribee River Picnic Area is located approximately 1 hour from Melbourne taking the Western Highway toward Ballarat.  At Ballan follow the signs to Daylesford and turn right into Bunding Blakeville Rd at about the 9.5 km mark.  The picnic ground is,,,DAYLESFORD,Werribee River Picnic Area,,,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"Nestled in a quiet forest valley adjacent to the Werribee River, this picnic area provides wood-fired BBQ's and picnic tables, with opportunities for walking along the Werribee River Walk.","1",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,,,"1",,"121370","121371","121372",2021/09/25,-37.5084540000,144.1708170000,,,476931-20201029
REC SITES,2021/09/25,"1990",Carrolls Spring,-37.4986930000,144.1701540000,BASIC,,NONE,"Head south out of Daylesford on the Ballan-Daylesford Road for approx. 16km to Spargo Creek, then left down the Spargo-Blakeville Road for 1.4km. Turn right down McGees Road for 2.6km, then right down Carrolls Track and continue on for 0.6km to the site.",,Carrolls Spring offers open space bush camping and is also suitable for large group gatherings or approved organised events.  Werribee River Walk and other informal tracks offer scenic bushwalking opportunities along the Werribee River. The spring is at,DAYLESFORD,Carrolls Spring,WC,,Y,,,,,,Y,Carrolls Spring offers open space camping in a bush setting and can cater for larger groups. Werribee River Walk and other informal tracks offer scenic bushwalking opportunities along the Werribee River.,"1",Y,This is a large open site with ample space for parking and manoeuvring camper trailers. Numerous spots for setting up in the open or amongst the surrounding mixed species forest.,CAMPER TRAILER,"3",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,,,,,"121280","121281","121282",2021/09/25,-37.4986930000,144.1701540000,,,476932-20210104
REC SITES,2021/09/25,"2006",Nolans Creek Picnic Area,-37.4500830000,144.2371240000,MID,,NONE,Located west of Blackwood in the Wombat State Forest. From Melbourne Blackwood is 88 km via the Western Hwy and north of Myrniong and Greendale. Head west from Blackwood on Simmons Reef Road for about 1.8km before turning right (just before the Jack Cann,,,DAYLESFORD,Nolans Creek Picnic Area,,e,Y,FULL CLOSURE,"	This site is closed due to significant impacts from recent storm activity, the site has numerous hazardous trees from wind damage and the safety of the public is not guaranteed until assessments can be made.",2021/09/01,2021/11/30,STORM,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"Adjacent to Nolans Creek and the Lerderderg River, this picnic area is nestled amongst the surrounding Messmate, Candlebark and Mountain Grey Gum forests and provides a picnic shelter, wood-fired BBQ's and picnic tables for you to enjoy. Day visitors wil","1",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,,,"1",,"121334","121335","121336",2021/09/25,-37.4500830000,144.2371240000,,,476934-20210304
REC SITES,2021/09/25,"2077",Lyonville Mineral Springs,-37.3693620000,144.2651650000,MID,,NONE,"Head east out of Daylesford on the Daylesford- Trentham Road for approximately 15.5km, then turn left down Lyonville Springs Road for 1.6km to the Springs.",,,DAYLESFORD,Lyonville Mineral Springs,,eY,Y,FULL CLOSURE,"	This site is closed due to significant impacts from recent storm activity, the site has numerous hazardous trees from wind damage and the safety of the public is not guaranteed until assessments can be made.",2021/09/01,2021/11/30,STORM,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,Lyonville Springs is situated in a shady forest setting on the banks of the Loddon River. It is one of many mineral springs in the Daylesford area and a lovely setting for a picnic. It has been a popular mineral springs tasting and picnic spot since the,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,,,"1",,"121325","121326","121327",2021/09/25,-37.3693620000,144.2651650000,,,476936-20210304
REC SITES,2021/09/25,"2092",Wombat Creek Picnic Area,-37.3882720000,144.1718610000,BASIC,,NONE,"On the eastern outskirts of Daylesford, on the Daylesford-Trentham Road, head south to the end of East Street, then turn left onto Wombat Dam Road and continue on this road for 3.8km till you reach the picnic area on your right hand side.",,,DAYLESFORD,Wombat Creek Picnic Area,,,Y,FULL CLOSURE,"	This site is closed due to significant impacts from recent storm activity, the site has numerous hazardous trees from wind damage and the safety of the public is not guaranteed until assessments can be made.",2021/09/01,2021/11/30,STORM,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"Adjacent to Wombat Creek and close to Daylesford, this is a basic picnic site with picnic tables and wood-fired BBQ's.","1",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,,,"1",,"121379","121380","121381",2021/09/25,-37.3882720000,144.1718610000,,,476937-20201029
REC SITES,2021/09/25,"2118",The Glut,-37.2931180000,143.2684080000,MID,,NONE,"From Beaufort, head north east for 19km on the Main Lead/Raglan Elmhurst Road thorough Raglan to turn left onto The Glut Road. After 3km turn you will reach The Glut.",,,BEAUFORT,The Glut,,Y,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"Situated in the south east of Mt Cole State Forest, this picnic area with basic facilities, is located in a grassy flat area, shaded by large Messmate trees. It provides a pleasant setting for family or small group picnicking with opportunities for walks","1",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,,,"1",,"121361","121362","121363",2021/09/25,-37.2931180000,143.2684080000,,,476939-20210826
REC SITES,2021/09/25,"2136",Richards,-37.3012020000,143.2752200000,MID,,NONE,"From Beaufort, head north east for 19km on the Main Lead/Raglan Elmhurst Road thorough Raglan to turn left onto The Glut Road. After 1.5km turn left and continue on for another 0.6km to Richards.",,"Situated amongst tall eucalypt forest adjacent to Cave Hill Creek, Richards caters for picnickers and campers as well as providing good access to a network of short (Grevillea, Paradise and Fiery Loop)walks and an overnight (Beeripmo) walk.",BEAUFORT,Richards,W,oUeY,Y,,,,,,Y,"This open site provides both shady and sunny tent-based camping options, within easy reach of the carpark (for convenient vehicle-based camping. Basic facilities include wood-fired BBQs, picnic tables and toilets, with good opportunities to explore the s","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,The picnic area is grassy and open with good shade to be found from large trees if needed. A large roofed picnic shelter with tables also provides protection from the elements if needed. This site provides a relaxing setting for picnicking with basic ame,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,"1",,"1",,"121346","121347","121348",2021/09/25,-37.3012020000,143.2752200000,,,476940-20210225
REC SITES,2021/09/25,"2230",Mount Lonarch,-37.2586020000,143.3393970000,VERY BASIC,,NONE,"From Beaufort, north towards on the Main Lead Road for approx. 8km before turning right onto Amphitheatre Road. After 7.3km turn left onto Fortes Road and after 4.8km turn right onto Tower Road, continuing on to the top of Mt Lonarch with the fire tower",,Mount Lonarch provides a launch site for hang gliders as well as opportunities for picnicking (with no facilities) with good views.,BEAUFORT,Mount Lonarch,H,,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",Y,"Site has a large open ground ramp situated on the mountain ridge. Take off is on a steep ground ramp, with a wide treed slot.","2",,,"0",,,"0",Y,"Mount Lonarch is a pleasant and secluded spot for a picnic for those that come self-contained. Whilst there are no picnic or public toilet facilities, this site has expansive views through the wide treed slot from where pilots can launch their hang glide","1",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121328","121329","121330",2021/09/25,-37.2586020000,143.3393970000,,,476942-20210310
REC SITES,2021/09/25,"2243",Ditchfield Camp,-37.3170430000,143.2726580000,BASIC,,NONE,"From Beaufort, turn north towards Raglan and after 11km, turn left down Raglan-Mt Cole Road. After 3km continue onto Mount Cole Road and after 4.2 km, turn right onto Camp Road and continue on for 0.8km to arrive at Ditchfield Camp.",,"Located in a very picturesque setting, this site has smaller areas for more secluded picnicking and camping as well as one large open area suitable for large groups.",BEAUFORT,Ditchfield Camp,W,Y,Y,,,,,,Y,"This attractive site has ample space for individual as well as larger group camping, with small and large spaces available. Cars are contained to the carpark, but you can park close to the camping areas for convenient access to your car.","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"This is a lovely tranquil spot for picnicking, with five smaller areas under large shady trees, well suited to smaller picnic groups. There is also a large central area suitable for larger group but come prepared as the large open area only has one picni","2",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,"1",,"1",,"121292","121293","121294",2021/09/25,-37.3170430000,143.2726580000,,,476943-20201029
REC SITES,2021/09/25,"2366",Beeripmo Campground,-37.3000700000,143.2481770000,MID,,NONE,This campground is only accessible to walkers via the Beeripmo walking track.,,,BEAUFORT,Beeripmo Campground,W,Y,Y,,,,,,Y,"The Beeripmo campground is accessible by walkers only. The site is flat, siting high on the plateau and nestled in a tranquil bushland setting with plenty of shade and dappled sunlight. Facilities include fireplaces and toilets. Camping spots are scatter","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,"1",,,,"121265","121266","121267",2021/09/25,-37.3000700000,143.2481770000,,,476944-20210825
REC SITES,2021/09/25,"2440",Red Rock,-37.2301890000,143.1955410000,VERY BASIC,,NONE,"From Beaufort, continue west along the Western Highway for 18km, turn off the Western Highway onto Buangor-Ben Nevis Road and continue on for 13km, then turn sharp right onto Mount Cole Road, continue on for 9.3kn then turn left onto McGuiness Road, then",,,BEAUFORT,Red Rock,H,K,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",Y,"Red Rock is a large, flat, west facing granite outcrop launch site, above the surrounding tree line.","1",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121343","121344","121345",2021/09/25,-37.2301890000,143.1955410000,,,476947-20210225
REC SITES,2021/09/25,"2442",Eversley Sugarloaf,-37.2362450000,143.1833410000,VERY BASIC,,NONE,"From Beaufort, continue west along the Western Highway for 18km, turn off the Western Highway onto Buangor-Ben Nevis Road and continue on for 13km, then turn sharp right onto Mount Cole Road, continue on for 9.3kn then turn left onto McGuiness Road, then",,,BEAUFORT,Eversley Sugarloaf,H,K,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",Y,"North facing large open ground ramp situated on the West side of Ben Nevis, has large clear paddocks out in front. Natural ground ramp. Take off is a corridor through the trees off a rough, steep slope.","1",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121295","121296","121297",2021/09/25,-37.2362450000,143.1833410000,,,476948-20210310
REC SITES,2021/09/25,"2495",Ben Nevis Picnic Area,-37.2283540000,143.2007290000,BASIC,,NONE,"From Beaufort, continue west along the Western Highway for 18km, turn off the Western Highway onto Buangor-Ben Nevis Road and continue on for 13km, then turn sharp right onto Mount Cole Road, continue on for 9.3kn then turn left onto McGuiness Road, then",,"Also a launch site for hang gliders due to good thermals, this site offers an excellent spot for picnics and great panoramic views. For the best views, from the carpark walk up the Management Vehicle Only Track under the powerlines for expansive views of",BEAUFORT,Ben Nevis Picnic Area,H,Y,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",Y,Large sheer mountain with clear take off and large landing paddocks below. Take-off is off a large granite outcrop (natural ground ramp) facing west. Sheer vertical drop of 500 feet.,"2",,,"0",,,"0",Y,"Enjoy a picnic at the summit of Mount Ben Nevis with marvellous panoramic views, including Mt Buangor nearby (to the south), the jagged silhouette of the Grampians Ranges dominating the western horizon and the softer contours of the Pyrenees Range to the","1",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,,,,,"121272","121271","121273",2021/09/25,-37.2283540000,143.2007290000,,,476949-20210225
REC SITES,2021/09/25,"2501",Log Crossing Picnic Area,-37.8268220000,147.9417840000,MID,,PARTIAL,"Turn off the Princes Hwy at the sign, follow Uncles Rd for 2km to the turn off. The picnic area is 300m from the intersection.",,"Log Crossing is a spacious shady picnic area with fire places, toilets and picnic tables. This site is a good access point for local walking and mountain bike tracks. This area can be used for overnight camping.",NOWA NOWA,Log Crossing Picnic Area,WC,Y,Y,,,,,,Y,Overnight only in designated area.,"3",Y,Overnight only.,,"5",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,,"4",,,"0",,,"0",,,"0",,,"0",,,"0","1","1",,,"1",,"1",,"121178","121179",,2021/09/25,-37.8268220000,147.9417840000,,,516719-20210922
REC SITES,2021/09/25,"1183",Miners Flat,-37.5222800000,146.0103170000,VERY BASIC,,NONE,From Marysville - Take the Woods Point road.  After 18km veer left at the Cumberland Junction then turn left down Eildon Warburton road.       From Warburton - Follow the Warburton Woods Point Road and turn right at Cumberland Junction then left down Eil,,,MARYSVILLE,Miners Flat,W,,Y,,,,,,Y,"This private, basic camping area provides a quiet open area which surrounds a large habitat tree.  Follow the bush track to the riverside to relax under the shade of the tree lined Big River.  Four wheel drive access is recommended.","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121856","121857","121858",2021/09/25,-37.5222800000,146.0103170000,,,491152-20170626
REC SITES,2021/09/25,"1195",Fishbone Flat,-37.5268970000,145.9965720000,VERY BASIC,,NONE,From Marysville - Take the Woods Point road.  After 18km veer left at the Cumberland Junction then turn left down Eildon Warburton road.  From Warburton - Follow the e Warburton Woods Point Road and turn right at Cumberland Junction then left down Eildon,,,MARYSVILLE,Fishbone Flat,W,,Y,,,,,,Y,"A pleasant small, flat camping area tucked away on the bend of the river where the tree ferns line the tumbling waters of Arnold Creek.  Enjoy the tranquil setting away from the bustle of other campers.  
","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121781","121782","121783",2021/09/25,-37.5268970000,145.9965720000,,,491154-20170626
REC SITES,2021/09/25,"1196",Petroffs,-37.5210630000,145.9653140000,VERY BASIC,,NONE,From Marysville - Take the Woods Point road.  After 18km veer left at the Cumberland Junction then turn left down Eildon Warburton road.  From Warburton - Follow the Warburton Woods Point Road and turn right at Cumberland Junction then left down Eildon W,,,MARYSVILLE,Petroffs,W,,Y,,,,,,Y,Located off Petroffs road this small basic site is tucked into the bush under the Blackwoods and Eucalypts and is best suited to small individual tents.  Once set up you can take off for a four wheel drive along the network of forest tracks. Alternativel,"1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121892","121893","121894",2021/09/25,-37.5210630000,145.9653140000,,,491155-20170626
REC SITES,2021/09/25,"1199",Married Men,-37.5292040000,145.9418370000,VERY BASIC,,NONE,From Marysville - Take the Woods Point road.  After 18km veer left at the Cumberland Junction then turn left down Eildon Warburton road.   From Warburton - Follow the Warburton Woods Point Road and turn right at Cumberland Junction then left down Eildon,,"Married Men camp is the gateway to the Upper Big River campsites.  Open areas to camp alongside the Big River with options to ride the network of forest roads or head off on a four wheel drive adventure.  Perhaps fishing and relaxing is more your style,",MARYSVILLE,Married Men,WC,,Y,,,,,,Y,"The first of the Upper Big River camps, the Married Men is a basic campsite running along the Big River with water access.  This area is suitable for caravans, camping trailers and tents with grassy spacious sites.
","1",Y,Married Men Camp is relatively flat and can accommodate small caravans and camper trailers.,SMALL CARAVAN,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121844","121845","121846",2021/09/25,-37.5292040000,145.9418370000,,,491157-20170626
